586266687948881921|Thu Apr 09 203725 0000 2015|Drugs need careful monitoring for expiry dates pharmacists say http//wwwcbcca/news/health/drugsneedcarefulmonitoringforexpirydatespharmacistssay13026749cmprss
586266687017771008|Thu Apr 09 203725 0000 2015|Sabra hummus recalled in US http//wwwcbcca/news/health/sabrahummusrecalledinus13026865cmprss
586266685495214080|Thu Apr 09 203724 0000 2015|US sperm bank sued by Canadian couple didnt verify donor info executive says http//wwwcbcca/news/canada/toronto/spermbanksuedbyporthopecouplesaysitdidntverifydonorinfo13026909cmprss
586226316820623360|Thu Apr 09 175700 0000 2015|Manitoba pharmacists want clampdown on Tylenol 1 sales http//wwwcbcca/news/canada/manitoba/manitobapharmacistswantclampdownontylenol1sales13025636cmprss
586164344452354048|Thu Apr 09 135044 0000 2015|Mom of 7 spooked by vaccinations reverses stand but then kids get sick http//wwwcbcca/news/canada/ottawa/tarahillsottawamomchangesantivaccinationstandbefore7kidsgetsick13025592cmprss
586164343701508096|Thu Apr 09 135044 0000 2015|Hamilton police send mental health pros to the front lines with cops http//wwwcbcca/news/canada/hamilton/news/hamiltonpolicesendmentalhealthprostothefrontlineswithcops13024000cmprss
586143262810845184|Thu Apr 09 122658 0000 2015|Wind turbine noise linked to only 1 health issue annoyance http//wwwcbcca/news/technology/windturbinenoiselinkedtoonly1healthissueannoyance13025495cmprss
586104681849425921|Thu Apr 09 095340 0000 2015|Wild West of ecigarettes sparks debate over regulation http//wwwcbcca/news/business/newecigaretteindustrysaysregulationsoffthemark13024944cmprss
586104681136398337|Thu Apr 09 095339 0000 2015|Dementia patients sold unproven brainwave optimization http//wwwcbcca/news/health/dementiapatientssoldunprovenbrainwaveoptimization13025392cmprss
585923818805276672|Wed Apr 08 215458 0000 2015|Passengers on second ChinaVancouver flight in 2 weeks at risk of measles http//wwwcbcca/news/canada/britishcolumbia/airchinaflight991tovancouverpassengersatriskofmeasles13025063cmprss
585906983091376128|Wed Apr 08 204805 0000 2015|Check expiry dates Health Canada advises after Alesse 21 birth control pill recall http//wwwcbcca/news/health/alesse21birthcontrolpillsrecalledinwesterncanada13025078cmprss
585855618738589696|Wed Apr 08 172358 0000 2015|Hashtagging eating disorders help or hindrance in recovery http//wwwcbcca/news/health/hashtaggingeatingdisordershelporhindranceinrecovery13024790cmprss
585819838821576705|Wed Apr 08 150148 0000 2015|Obama says memory of daughters preschool asthma attacks spurs climate change debate http//wwwcbcca/news/health/obamasaysmemoryofdaughterspreschoolasthmaattacksspursclimatechangedebate13024697cmprss
585731543282376704|Wed Apr 08 091056 0000 2015|Women Into Healing accused of failing drug addicts by angry families http//wwwcbcca/news/canada/britishcolumbia/womenintohealingaccusedoffailingdrugaddictsbyangryfamilies13023751cmprss
585579956371066880|Tue Apr 07 230835 0000 2015|Expired Alesse birth control exposes deficiency http//wwwcbcca/news/health/expiredalessebirthcontrolexposesdeficiency13023939cmprss
585513608873934848|Tue Apr 07 184457 0000 2015|Despite paying top dollar some military mental health jobs hard to fill http//wwwcbcca/news/politics/militarystrugglestofillmentalhealthjobsdocumentsshow13023433cmprss
585495067135242240|Tue Apr 07 173116 0000 2015|Boys severe peanut fish allergies traced to blood transfusion http//wwwcbcca/news/health/boysseverepeanutfishallergiestracedtobloodtransfusion13023497cmprss
585454356285169664|Tue Apr 07 144930 0000 2015|Weight Watchers Jenny Craig get best marks in diet research review http//wwwcbcca/news/health/weightwatchersjennycraiggetbestmarksindietresearchreview13023229cmprss
585454355634991104|Tue Apr 07 144930 0000 2015|Cancerstricken baby from Whitehorse awaiting liver transplant http//wwwcbcca/news/canada/north/cancerstrickenbabyfromwhitehorseawaitinglivertransplant13022510cmprss
585434893343006720|Tue Apr 07 133210 0000 2015|Avian flu confirmed on turkey farm near Woodstock http//wwwcbcca/news/canada/windsor/avianfluconfirmedonturkeyfarmnearwoodstock13023174cmprss
585434892646776832|Tue Apr 07 133209 0000 2015|Sperm donors criminal record schizophrenia allegedly not disclosed to couple http//wwwcbcca/news/canada/spermbankallegedlygivescouplewrongdonorinfo13022603cmprss
585416006467624960|Tue Apr 07 121707 0000 2015|Shoppers Drug Mart mistakenly sells expired birth control pills in Western Canada http//wwwcbcca/news/canada/edmonton/shoppersdrugmartwarnsofexpiredalessebirthcontrolpillsinwesterncanada13022846cmprss
585416005507129345|Tue Apr 07 121706 0000 2015|Fracking criticism spreads even in Alberta and Texas http//wwwcbcca/news/technology/frackingcriticismspreadseveninalbertaandtexas13002287cmprss
585161891246256130|Mon Apr 06 192721 0000 2015|Fake OxyContin suspected in OD death of Moose Jaw Sask
585094682687877120|Mon Apr 06 150017 0000 2015|BC doctor Geoffrey Harding slain on vacation in Bahamas family says http//wwwcbcca/news/canada/britishcolumbia/bcdoctorgeoffreyhardingslainonvacationinbahamasfamilysays13022040cmprss
585061324331159552|Mon Apr 06 124744 0000 2015|Titanium implant massively improves quality of life for man who lost leg http//wwwcbcca/news/canada/manitoba/formerwinnipeggersaysbioniclegalmostliketherealthing13020147cmprss
585018790229868544|Mon Apr 06 095843 0000 2015|Listen to Mom Loud smartphone music can blast your hearing http//wwwcbcca/news/health/smartphonescanblastyourhearinghealthreportwarns12993009cmprss
585018789357424641|Mon Apr 06 095843 0000 2015|Addiction Canada ignores government orders to pay exemployees http//wwwcbcca/news/canada/toronto/addictioncanadaignoresgovernmentorderstopayexemployees13020956cmprss
584934347465031680|Mon Apr 06 042310 0000 2015|Breast milk sold online may be contaminated with cows milk http//wwwcbcca/news/health/breastmilksoldonlinemaybecontaminatedwithcowsmilk13019953cmprss
584761447428685824|Sun Apr 05 165608 0000 2015|Ghana How Canada is scaling up pediatric nursing to save little lives http//wwwcbcca/news/world/ghanahowcanadaisscalinguppediatricnursingtosavelittlelives13020564cmprss
584286276532117504|Sat Apr 04 092758 0000 2015|3D printing helps give girl a new face http//wwwcbcca/news/health/3dprintinghelpsgivegirlanewface13014957cmprss
584082384556957696|Fri Apr 03 195746 0000 2015|Costco recalls Kirkland roasted chicken salad over Listeria concerns http//wwwcbcca/news/canada/calgary/costcorecallskirklandroastedchickensaladoverlisteriaconcerns13020693cmprss
584050343132008448|Fri Apr 03 175027 0000 2015|Medieval remedy kills antibioticresistant MRSA superbugs http//wwwcbcca/news/technology/medievalremedykillsantibioticresistantmrsasuperbugs13020735cmprss
584014978375487489|Fri Apr 03 152955 0000 2015|2 new measles cases confirmed in Metro Vancouver http//wwwcbcca/news/canada/britishcolumbia/2newmeaslescasesconfirmedinmetrovancouver13019354cmprss
583980739605049344|Fri Apr 03 131352 0000 2015|France bans superskinny models in effort to curb eating disorders http//wwwcbcca/news/world/francemovesaheadwithlawbanningsuperskinnymodels13020532cmprss
583980738913009664|Fri Apr 03 131352 0000 2015|Seriously ill senior stuck in US cant find a hospital bed at home in Ontario http//wwwcbcca/news/canada/toronto/sickontarioseniorrobertskingleystuckinushospital13020425cmprss
583980738007080960|Fri Apr 03 131352 0000 2015|Quadriplegic temporary foreign worker denied health coverage by Alberta http//wwwcbcca/news/canada/edmonton/albertahealthministerdeniescoveragetotemporaryforeignworker13019954cmprss
583778909696593920|Thu Apr 02 235152 0000 2015|Three ways to help coworkers with depression http//wwwcbcca/news/canada/britishcolumbia/germanwingsflight4u9525highlightsissueofdepressionatwork13019316cmprss
583778908882935808|Thu Apr 02 235152 0000 2015|Drugresistant intestinal illness spreads in US http//wwwcbcca/news/health/drugresistantintestinalillnessspreadsinus13020116cmprss
583742542870515712|Thu Apr 02 212722 0000 2015|Rob Ford to have cancer surgery May 11 http//wwwcbcca/news/canada/toronto/robfordtohavesurgerytoremovecanceroustumour13019411cmprss
583734136172601344|Thu Apr 02 205357 0000 2015|RT HealthCanada Health Canada suspends two natural health product licences due to potential serious risks of male fern http//tco/NI9oYN
583672525147643904|Thu Apr 02 164908 0000 2015|Writing medical notes for employers a waste of time doctor says in note that went viral http//wwwcbcca/news/trending/doctorcallsmedicalnotetopatientsemployerawasteoftime13019373cmprss
583653443144785921|Thu Apr 02 153319 0000 2015|Fetal DNA blood test for Down syndrome more accurate but exceptions exist http//wwwcbcca/news/health/downsyndromescreenoffetaldnacalledmoreaccurate13019265cmprss
583636690306146304|Thu Apr 02 142645 0000 2015|Shortage of meat inspectors not affecting food safety CFIA says http//wwwcbcca/news/canada/edmonton/canadianfoodinspectionagencydisputesuniononfoodsafety13018822cmprss
