576760256031682561|Sat Mar 14 150215 0000 2015|Five new running shoes that aim to go the extra mile http//lat.ms/1ELp3wU
576715414811471872|Sat Mar 14 120404 0000 2015|Gym Rat Disq class at Crunch is intense workout on pulley system http//lat.ms/1EKOFdr
576438353555365888|Fri Mar 13 174307 0000 2015|Noshing through thousands of ideas at Natural Products Expo West http//lat.ms/1EHqywg
576438347003908096|Fri Mar 13 174306 0000 2015|Natural Products Expo also explores beauty supplements and more http//lat.ms/1EHqyfE
576413058177712128|Fri Mar 13 160236 0000 2015|Free Fitness Weekends in South Bay beach cities aim to spark activity http//lat.ms/1EH3SMC
576394093485412352|Fri Mar 13 144715 0000 2015|For Kayla Harrison sacrifices paid off with judo gold http//lat.ms/1EGNyve
576162196272594944|Thu Mar 12 232546 0000 2015|Sonic waves a treatment for Alzheimers Disease http//lat.ms/1FbQ2kk
576161553759760384|Thu Mar 12 232313 0000 2015|An ultrasound for the brain restores memory in Alzheimers w/o so much as a needle. But onlyso farin mice.
575736772082208768|Wed Mar 11 191517 0000 2015|Is Apples new ResearchKit really a boon for medical research http//lat.ms/1b0E0Pi
575689067540660224|Wed Mar 11 160544 0000 2015|Warning to Chantix users If you drink while taking this drug you might not remember it the next day. http//lat.ms/1KSN5Kh
575459939872731136|Wed Mar 11 005515 0000 2015|Some Chantix users had memory problems after drinking a modest amount of alcohol USFDA says http//lat.ms/1KSN5Kh
575425988869423104|Tue Mar 10 224021 0000 2015|Guanine isnt just an ingredient in DNA. In nanocrystal form it allows chameleons to change colors. NatureComms http//lat.ms/1wr2qv0
575419755986817024|Tue Mar 10 221535 0000 2015|The USFDA has documented 64 cases of Chantix users having seizures after using the smoking cessation drug http//lat.ms/1KSN5Kh
575404616818491392|Tue Mar 10 211525 0000 2015|Drinking while taking Chantix may make people more inebriated and aggressive than usual USFDA warns http//lat.ms/1KSN5Kh
575400153873563648|Tue Mar 10 205741 0000 2015|The USFDA warns Chantix users that the smokingcessation drug could cause seizures and make drinking problematic http//lat.ms/1KSN5Kh
575371994293755907|Tue Mar 10 190547 0000 2015|Loving a kid is good for his selfesteem thinking he is better than other kids can make him narcissistic http//lat.ms/1AbI1X4
575327944295456768|Tue Mar 10 161045 0000 2015|Parents can create narcissistic tendencies in their children. Heres how via PNASNews http//lat.ms/1AbI1X4
575096248824389632|Tue Mar 10 005005 0000 2015|Sadly ... it has been a missed chance one WHO official says of testing Ebola drugs http//lat.ms/1wm7sZx
575056076145561600|Mon Mar 09 221027 0000 2015|Warning The Monday after daylight saving time starts is most hazardous to your health. Heres why http//lat.ms/1BqdRlG
575053909313634304|Mon Mar 09 220150 0000 2015|One company has canceled plans to test its Ebola drug because there arent Ebola patients left. Others may follow http//lat.ms/1wm7sZx
575053026521661440|Mon Mar 09 215820 0000 2015|People are not just born narcissists. Their parents raise them that way OhioStates BradJBushman says. http//lat.ms/1AbI1X4
575052282657652736|Mon Mar 09 215522 0000 2015|Its hard to complain about lack of Ebola patients but one upshot is that scientists cant test possible drugs http//lat.ms/1wm7sZx
575049588454858752|Mon Mar 09 214440 0000 2015|With Ebola crisis easing efforts to test new drugs and vaccines are in jeopardy. Why Too few patients http//lat.ms/1wm7sZx
575009507375452160|Mon Mar 09 190524 0000 2015|Air pollution Obesity Genetics You can study them all via daylight saving time http//lat.ms/1A84HY3
574964265016291328|Mon Mar 09 160537 0000 2015|For scientists daylight saving time is a great opportunity to conduct all kinds of research. http//lat.ms/1A84HY3
574254071185457153|Sat Mar 07 170334 0000 2015|After shifting fads time for a cleareyed look at fat in our diets http//lat.ms/1Gtx9e7
574194432301359105|Sat Mar 07 130635 0000 2015|Three lighttherapy products to aid seasonal affective disorder http//lat.ms/1HbYe32
573980153946181632|Fri Mar 06 225507 0000 2015|A pill to burn calories We are quite excited about it says EmoryUniversity researcher. So are wehttp//lat.ms/1B9Gsg3
573951959851388928|Fri Mar 06 210305 0000 2015|Health focus shifts to gut microbiome and nurturing good bacteria http//lat.ms/1GrwjP1
573940028155518976|Fri Mar 06 201540 0000 2015|This compound tricks muscles into thinking they were getting regular intensive exercise. Only in females. http//lat.ms/1B9Gsg3
573935522801934336|Fri Mar 06 195746 0000 2015|Dont get out of your chair just to work out even intensive exercise may not help if you sit for long hours. http//lat.ms/1GrngO4
573934373453627392|Fri Mar 06 195312 0000 2015|Why do female killer whalesand humanslive long beyond childbearing years To lead. http//lat.ms/1McGw0s
573922644401090560|Fri Mar 06 190636 0000 2015|Patricia Bragg a living testament to healthful habits http//lat.ms/1H7OGGg
573894688228425731|Fri Mar 06 171530 0000 2015|Could a puff of oxytocin keep the pounds away Preliminary results are encouraging http//lat.ms/1wKRkBh
